pubDate,title,description
2025-12-14 19:18:00,"진주시, 경남 농촌진흥사업 평가 '대상' 수상",시 관계자는 &quot;올해 유례없는 무더위와 집중호우 등 기후변화에 대응하기 위해 다양한 사업을 추진했는데 좋은 성과를 거둬 기쁘게 생각한다&quot;며 &quot;2026년에도 변화하는 농업·농촌 환경에 대응할 수 있도록 새로운 재배기술... 
2025-12-14 19:14:00,"전남도, 2030년까지 김 수출 7억 달러 목표…4대 전략 추진","추진 전략별로 기후변화에 대응한 김 신품종 개발과 안정적 김 종자 생산을 위해 신품종 4종을 개발해 김 양식 어업인에게 보급한다. 김 육상채묘 시설과 스마트 김 종자 배양시설을 확대하고, 지역 맞춤형 수산종자... "
2025-12-14 19:06:00,"고흥군, 유자 등 과수 경쟁력 성과 ‘점검’",고흥군 농업기술센터 관계자는 “기후변화로 인해 과수 산업의 불확실성이 그 어느 때보다 커지고 있다”며 “현장 맞춤형 기술 보급과 재해 예방 체계를 더욱 강화해 농가가 안심하고 농업에 전념할 수 있는 안정적인... 
2025-12-14 18:54:00,'프로 불참러' 트럼프… 다자외교 무대에 미국은 없다 [글로벌 리포트],도널드 트럼프 미국 대통령이 지난 10월 31일 아시아태평양경제협력체(APEC) 본회의에 이어 제30차 유엔기후변화협약 당사국총회(COP30)와 주요 20개국(G20) 정상회의도 연이어 보이콧하면서 미국의 '자리 비움'이 국제 정치의... 
2025-12-14 18:41:00,"충남 청양군농업기술센터, 2025 충남농촌진흥사업 '우수기관 우수상' 수...","군은 기후변화로 인한 병해충 증가와 농촌 고령화로 인한 방제 부담을 줄이기 위해 군비 9억 원을 투입, 벼 재배 전 면적을 대상으로 살균제·살충제를 통합한 방제체계를 구축했다. 드론·무인헬기를 활용한 스마트... "
2025-12-14 18:41:00,"보은군, 2026년도 본예산 5,193억원 확정",14억원 △기후변화 취약계층·지역지원사업 6억원 △전통시장 주차환경 개선 5천600만원 △충북형 지역성장펀드 6억원 △화재 피해 주민 지원 2천만원 △입영지원금 1천500만원 △초등학생 치과주치의 의료비 지원... 
2025-12-14 18:40:00,"부여군, 유기성폐자원 통합 바이오가스화시설 설치 사업 주민설명회 개...","이번 설명회는 사업에 대한 지역 주민의 이해도를 높이는 한편, 사업 개요와 추진 경과, 시설 설치에 따른 환경영향평가(초안)와 기후변화영향평가(초안)를 공개하고 주민들의 다양한 의견을 수렴하기 위해 마련됐다.... "
2025-12-14 18:40:00,"김영록 전남지사, 완도 미역 피해현장 점검…&quot;자연재해 인정, 정부에 건...","완도 미역 시설 59% ‘엽체 탈락’ 피해…전복 먹이 수급 '비상' 전남도, 대체 먹이 지원 총력…기후변화 대응 예찰 시스템 강화 김영록 전남도지사가 고수온 여파로 대규모 미역 양식 피해를 입은 완도 현장을 찾아... "
2025-12-14 18:40:00,"충남 아산시농업기술센터, 농촌진흥사업 '우수기관' 선정…장려상 수상",또 스마트팜 사관학교 운영 등 기후변화에 대응하는 스마트농업 기반을 강화하고 안전한 영농 환경 조성에 힘써 변화하는 농업환경에 대한 대응 역량을 높였다는 평가를 받았다. 농업기술센터는 지난해 농촌진흥청 주최... 
2025-12-14 18:39:00,"대전시 위기관리 매뉴얼, 전국 기준 되다",대전시는 기후변화 등으로 재난 양상이 복합화·대형화되는 상황을 반영해 재난 대응 매뉴얼의 실질적 개선에 나선 점에서 높은 평가를 받았다. 대전시는 올해 1월부터 재난 대응 매뉴얼 개편을 추진하며 컨트롤타워... 
2025-12-14 18:38:00,"오준 전 유엔대사, 인도네시아에 '진주 K-기업가정신' 확산","현대 사회가 직면한 기후변화, 자원고갈, 양극화 등은 지속 가능한 발전의 중요성을 부각시키고 있다&quot;며 &quot;진주를 중심으로 성장한 LG·GS·삼성·효성그룹 창업주의 기업 가치인 인간 존중과 공동체 가치에 기반한 진주 K... "
2025-12-14 18:36:00,"국제 탄소시장 투자포럼 개최…파리협정 10주년, 글로벌 탄소중립 실현...","이 포럼에는 유엔기후변화협약(UNFCCC), 녹색기후기금(GCF), 아시아개발은행 등 주요 국제기구와 다자개발은행, OECD, 그리고 말레이시아, 필리핀, 피지 등 여러 나라의 관계자들이 참석했다. 민간 기업과 전문가를 포함하여... "
2025-12-14 18:34:00,[특별기고] 기후위기 대응의 확실한 열쇠,이산화탄소와 메탄 등 온실가스가 기후변화의 주요 요인인 것은 이미 잘 알려져 있다. 한편 대기 중 에어로졸도 지구 기온의 변화에 중요한 역할을 하는 것으로 알려져 있는데 그 불확도가 커서 온실가스에 비해... 
2025-12-14 18:25:00,청년 한달살이-에듀테크 '급제동',"전북대 UN기후변화포럼(1억5,000만원), 일반택시 신규 및 장기근속자 처우개선(1억1,196만원), 청년농업인 원스톱 콜센터 두드림(1억원) 등도 통째로 가위질 됐다. 도교육청 예산은 당초안 대비 0.08%(39억원) 줄어든 4조4... "
2025-12-14 18:24:00,"약제 사용량 3분의 1로 ‘뚝’ 정읍 배 농가, 스마트 방제로 경쟁력 높...","이번 사업은 갈수록 심각해지는 기후 변화에 능동적으로 대응하고, 농촌의 고령화와 일손 부족 문제를 해결하기 위한 ‘생력화’ 모델을 제시하기 위해 추진됐다. 시는 총사업비 5.000만원을 투입해 1개 농가(약 1ha)에 배... "
2025-12-14 18:22:00,해남에 농식품기후변화대응센터·탄소중립 에듀센터 들어선다,농식품기후변화대응센터 조감도(사진=해남군 제공) 해남군에 기후변화 대응과 탄소중립을 담당할 국가 거점 시설이 들어선다. 해남군은 2026년도 정부예산안에 농식품기후변화대응센터 조성비 50억 원과 탄소중립... 
2025-12-14 18:18:00,"&quot;기후온난화 시대, 경북 수돗물 안전 지킨다&quot;",경북보건환경연구원은 이러한 기후 변화 위험에 선제적으로 대응하기 위해 지난 5월부터 11월까지 도내 주요 정수장을 대상으로 조류독소와 깔따구 유충에 대한 검사를 강화해 운영했다. 검사 대상은 시설용량 1만 t/일... 
2025-12-14 18:14:00,"군위군, 스마트과수원 특화단지조성 공모 선정","이번 사업은 기후변화, 농업인구 고령화 등에 대응할 수 있도록 구조가 단순한(2축형, 다축형 등) 평면 형태의 과수원(사과)을 조성해 기계화를 통한 인력난 해소, '골든볼' 사과 품종 갱신, 햇빛차단망... "
2025-12-14 18:14:00,"김영록 지사, 완도군 미역 ‘엽체 탈락’ 피해 현장… 특단의 대책 지시","전남도는 전복 양식어가 피해를 최소화하기 위해 곰피와 다시마 등 대체 종자 입식 지원과 생산자재 구입 지원 등을 신속히 추진하고, 기후변화에 따른 해양환경 변화에 대응해 현장 예찰과 사전 모니터링도 강화할... "
2025-12-14 18:14:00,&quot;AI·수출·탄소중립으로 미래 성장동력 확보&quot;,"정 대표는 K-택소노미의 핵심 목적을 기후 변화 대응, 탄소중립 실현, 녹색금융 활성화, 그린워싱 방지 등으로 손꼽았다. 그는 “탄소배출이 회사의 존립에 영향을 주는 시대가 다가오고 있다. 기업들이 지속 가능한... "
2025-12-14 18:06:00,"'자율' 스튜어드십코드, 10년 만에 강제규범으로 바뀐다","예컨대 기관투자가는 투자한 기업이 기후 변화 대응에 소극적이라면 탄소 감축 등 관련 활동에 자원을 더 많이 투입하라고 권고하고, 기업의 변화 여부를 보고서 등을 통해 정기적으로 발표해야 한다. ◇영국·일본처럼... "
2025-12-14 18:06:00,영천 아열대 스마트팜단지 준공…기후변화 대응 농업 전환 신호탄,경북 영천시가 기후변화에 대응한 미래농업 거점으로 조성한 아열대 스마트팜단지가 준공식을 갖고 본격 운영에 들어갔다. 영천 아열대 스마트팜단지 준공 테잎 커팅식 영천 아열대 스마트팜단지는 북안면 반정리... 
2025-12-14 18:05:00,"서천군조류생태전시관, '겨울에 머무는 이유' 철새 사진전 연다","기러기류·고니류·오리류 등 서천을 찾는 대표 겨울철새들의 먹이활동, 군무, 휴식 장면이 담겼으며, 각 사진에는 서식지 변화와 기후이상 현상에 따른 생태적 의미가 더해졌다. 전시는 사진뿐 아니라 영상, QR 해설... "
2025-12-14 18:05:00,청양군농업기술센터 충남농촌진흥사업 '우수기관 우수상',"군은 기후변화로 인한 병해충 증가와 농촌 고령화로 인한 방제 부담을 줄이기 위해 군비 9억원을 투입, 벼 재배 전 면적을 대상으로 살균제·살충제를 통합한 방제체계를 구축했다. 드론·무인헬기를 활용한 스마트... "
2025-12-14 18:05:00,"아산시농업기술센터, 농촌진흥사업 '우수기관' 선정",또 스마트팜 사관학교 운영 등 기후변화에 대응하는 스마트농업 기반을 강화하고 안전한 영농 환경 조성에 힘써 변화하는 농업환경에 대한 대응 역량을 높였다는 평가를 받았다. 김정규 농업기술센터 소장은 &quot;급변하는... 
2025-12-14 18:05:00,"보은군, 2026년도 본예산 5193억 원 확정... 올해 대비 1.63% 증액","또한 기후변화 취약계층·지역지원사업 6억원, 전통시장 주차환경개선사업에 5600만원, 충북형 지역성장 펀드 6억원, 화재 피해주민 지원금 2천만원, 입영지원금 지원 1500만원, 초등학생 치과주치의 의료비 지원사업... "
2025-12-14 18:02:00,반기문 전 총장이 이루지 못한 미완의 꿈은?,이날 반기문 전 유엔 사무총장은 유엔 사무총장 재임 10년을 돌아보며 &quot;국제사회가 가장 분명하게 기억하는 성과는 지속가능발전목표(SDGs)와 기후변화협정&quot;이라고 밝혔다. 다만 그는 &quot;여성의 정치·사회·경제적 지위... 
2025-12-14 18:00:00,"호주 그레이트 배리어 리프 '바다의 눈보라' 장관… 2,600km 산호 대산란...","다만 그는 &quot;기후변화는 여전히 전 세계 산호초의 가장 큰 위협으로 남아있다&quot;며 &quot;지속적인 모니터링을 통해 이 지역 리프가 어떤 상황에 놓여있는지 명확히 파악하고, 해파(heatwave)나 교란이 발생할 경우 신속히... "
2025-12-14 18:00:00,연말 ‘고환율 쇼크’ 계속되니...커피·과일·호텔뷔페 물가도 ‘꿈틀...,기후변화 등에 따른 농수산물 수급 불안정 요인에 더해 최근 1470원대인 고환율로 인해 수입 원재료 가격이 계속 오른 영향으로 풀이된다. 특히 100% 수입에 의존하는 커피 원두는 고환율의 직격탄을 받는 대표... 
2025-12-14 17:58:00,"대구 농식품, 동남아 시장 공략 박차...황금배·단팥빵·컵떡볶이까지","기후 변화와 재배면적 감소로 수출에 어려움을 겪고 있는 군위 황금배는 이번 행사에서 높은 호응을 얻었다. 황금빛 외관과 풍부한 과즙, 새콤달콤한 맛이 좋은 평가를 받으며 현지 소비자들의 구매 문의가 이어졌다.... "
2025-12-14 17:58:00,"전남도, 2030년 김 수출 7억 달러 달성 역량 모은다","추진 전략별로 기후변화에 대응한 김 신품종 개발과 안정적 김 종자 생산을 위해 2030년까지 신품종 4종을 개발, 김 양식 어업인에게 보급한다. 김 육상채묘 시설과 스마트 김 종자 배양시설을 확대 지원하며, 지역... "
2025-12-14 17:58:00,"김영록 전남지사, 완도 미역 피해 양직장 찾아 어업인 위로","기후변화에 따른 해양환경 변동성에 대응해 현장 예찰과 사전 모니터링을 강화하고, 재발 방지 대책 마련에도 나선다.김 지사는 &quot;미역 양식 초기 단계에서 발생한 이번 피해로 어업 현장의 어려움이 얼마나 큰지 충분히... "
2025-12-14 17:56:00,김영록 전남지사 “완도 미역 양식 피해 총력 지원”,"또 기후변화에 따른 해양환경 변동성에 대응해 현장 예찰과 사전 모니터링을 강화하고, 재발 방지 대책 마련에도 나선다. 김 지사는 “미역 양식 초기 단계에서 발생한 이번 피해로 어업 현장의 어려움이 얼마나 큰지... "
2025-12-14 17:50:00,"새마을금고, UN과 지역개발·금융포용 협력…프놈펜서 공동 워크숍",이와 함께 세계이동통신사업자연합회(GSMA)의 개발도상국 금융소외자를 대상으로 한 디지털금융포용 사례와 UN CTCN(유엔 기후기술센터네트워크)의 기후변화 시대에 기후기술을 활용한 디지털금융포용 구상이 소개됐다.... 
2025-12-14 17:48:00,"'박람회장 사후활용·COP33유치', 시민·행정·의회·전문가 협력 강화해...","/남도일보DB ◇여수, '유엔기후주간 개최 조건 충분' 평가 이번 토론회에 앞서 이상훈(사)여수선언실천위원회 이사장은 인사말을 통해 &quot;지난 11월 10일부터 22일까지 브라질 벨렘에서 열린 제33차 유엔기후변화협약당사국총... "
2025-12-14 17:48:00,"김영록 지사, 완도 미역 피해 양직장 찾아 현장 점검","기후변화에 따른 해양환경 변동성에 대응해 현장 예찰과 사전 모니터링을 강화하고, 재발 방지 대책 마련에도 나선다. 김영록 지사는 &quot;미역 양식 초기 단계에서 발생한 이번 피해로 어업 현장의 어려움이 얼마나 큰지... "
2025-12-14 17:42:00,"포항, 스마트 과수원 특화단지 2년 연속 선정","스마트 과수원 특화단지 조성사업은 기후변화로 잦아지는 재해에 대응하기 위해 재해에 강한 신품종 전환, 무인화·자동화 시설, 공동 장비 도입 등을 지원하는 국비 사업이다. 생산 안정성과 노동 효율을 동시에 높여... "
2025-12-14 17:36:00,"오비맥주, '2025 협력사 지속가능성 워크숍' 개최","또 한국기후변화연구원은 내년부터 도입되는 '탄소 4차 배출권' 제도를 설명하며 기업의 감축 의무 강화 내용을 안내했다고 한다. 이와 함께 오비맥주는 이날 동원시스템즈, '한일제관' 등 기술혁신과 품질 향상에... "
2025-12-14 17:35:00,인니 수마트라섬 덮친 대홍수… 사망자 1000명 넘어,"전문가들은 기후변화 탓에 이 지역에 폭우가 심해졌고, 벌목을 비롯한 난개발과 부실한 재난 방지 시스템까지 더해져 피해가 컸다고 진단했다. 기후변화의 영향으로 태풍이나 열대성 폭풍이 더 잦아졌고 강도마저... "
2025-12-14 17:32:00,"진주시, 경남 농촌진흥사업 '대상' 수상",시 관계자는 &quot;올해 유례없는 무더위와 집중호우 등 기후변화에 대응하기 위해 다양한 사업을 추진했는데 좋은 성과를 거둬 기쁘게 생각한다&quot;며 &quot;2026년에도 변화하는 농업·농촌 환경에 대응할 수 있도록 새로운 재배기술... 
2025-12-14 17:32:00,"진주시, 경남 농촌진흥사업 '대상' 수상",시 관계자는 &quot;올해 유례없는 무더위와 집중호우 등 기후변화에 대응하기 위해 다양한 사업을 추진했는데 좋은 성과를 거둬 기쁘게 생각한다&quot;며 &quot;2026년에도 변화하는 농업·농촌 환경에 대응할 수 있도록 새로운 재배기술... 
2025-12-14 17:32:00,강도형 전 해수부 장관 초청 'GNU 마린 드림 토크!' 열려,"강도형 전 장관은 한국해양과학기술원의 원장을 역임하는 등 우리나라 해양바이오 분야와 장관 재임시 해운·항만 산업의 경쟁력 강화, 기후변화 대응체계의 고도화, 해양환경의 보전 정책 등 굵직한 국가 정책을... "
2025-12-14 17:32:00,전남시군의회의장협 &quot;수협중앙회 전남 이전·수산청 외청 전남 신설&quot; 촉...,"또한 백 의장은 &quot;기후변화, 해양오염, 어자원 감소 등 복합적 위기 속에서 현행 행정체계만으로는 급변하는 수산 환경을 신속하고 전문적으로 대응하기 어렵다&quot;고 지적했다. 이어 &quot;수산 정책만을 전담하는 독립적 조직인... "
2025-12-14 17:31:00,사설-국립 남부권 산불방지센터 설립을 반긴다,"최근 기후변화로 인해 산불 발생이 해마다 늘어나는 추세다. 산불 발생철은 물론 사시사철 산불이 발생하는 산불의 상시화가 진행되고 있는데다, 발생시에는 피해 규모가 대형화되는 추세를 나타내고 있다. 산불은 산불... "
2025-12-14 17:31:00,"오준 전 유엔대사, 인도네시아에 '진주 K-기업가정신' 확산","현대 사회가 직면한 기후변화, 자원고갈, 양극화 등은 지속 가능한 발전의 중요성을 부각시키고 있다&quot;며 &quot;진주를 중심으로 성장한 LG·GS·삼성·효성그룹 창업주의 기업 가치인 인간 존중과 공동체 가치에 기반한 진주 K... "
2025-12-14 17:30:00,"울진군, 새해농업인실용교육'기후변화·정밀농업'특강 진행","울진군은 12월 10일 농업기술센터 대회의실에서 열린 새해농업인실용교육 '기후변화·정밀농업 특강'을 진행했다. 지역 농업인의 미래 준비 역량을 강화하기 위해 마련됐으며 농업인과 공무원, 울진군민 등 80명이... "
2025-12-14 17:30:00,"창원 기후환경국, 진해장애인복지관 자매결연 체결","이번 협약을 통해 기후환경국은 진해장애인복지관과 정기적인 교류와 후원 활동을 이어가며 장애인 복지 지원은 물론, 기후변화 대응 및 환경보전 인식 제고를 위한 장애인 맞춤형 교육 등 다양한 협력 사업을 추진할... "
2025-12-14 17:26:00,"김영록 전남지사, 완도 미역 양식장 피해 현장 점검","또한 기후변화에 따른 해양환경 변동성에 대응해 현장 예찰과 사전 모니터링을 강화하고, 재발 방지 대책 마련에도 나선다. 김 지사는 &quot;이번 피해로 어업 현장의 어려움이 얼마나 큰지 충분히 공감하고 있다&quot;며 &quot;피해를... "
2025-12-14 17:26:00,"제주은행, 제주 자생식물로 '탄소흡수 숲' 만든다",조성된 숲에는 두 기관이 공동으로 참여한 공간이자 기후변화 대응을 위한 도민 참여 공간임을 알리는 표식도 설치될 예정이다. 제주도는 이미 민관 협력 기반의 탄소흡수원 확충에 속도를 내고 있다. 올해 이니스프리... 
2025-12-14 17:23:00,"정선군, 농식품부 스마트과수원 특화단지 공모 최종 선정",전국 대표 사과 주산지 도약 가속화 기후변화로 국내 사과 재배 적지가 북상하고 있는 가운데 강원 정선군이 농림축산식품부 주관 ‘스마트과수원 특화단지’ 공모사업에 최종 선정되며 명실상부한 고랭지 사과... 
2025-12-14 17:18:00,"영천시, '지역특화 임대형 스마트팜' 준공...청년농업인 시대 연다",토마토를 재배하는 청년농업인 이대권 씨는 &quot;기후변화 시대에 새로운 미래농업인 스마트팜에 관심을 가져왔는데 이렇게 좋은 최첨단 유리온실에서 경영 기회를 얻게 돼 기쁘다&quot;며 &quot;초보 농업인으로 다양한 시행착오가... 
2025-12-14 17:06:00,'지방소멸' 해남의 반격…국가시설 2곳 1천억 유치,전남 해남군에 기후변화 대응과 탄소중립이라는 국가 현안을 수행할 핵심 거점 시설이 잇따라 들어선다. 해남군은 14일 이달 초 국회를 통과한 2026년도 정부 예산안에 '농식품 기후변화대응센터' 조성비 50억원과... 
2025-12-14 17:02:00,"김영록 전남지사, 완도 미역 피해 양식장 찾아 현장 점검","기후변화에 따른 해양환경 변동성에 대응해 현장 예찰과 사전 모니터링을 강화하고, 재발 방지 대책 마련에도 나선다. 김영록 지사는 &quot;미역 양식 초기 단계에서 발생한 이번 피해로 어업 현장의 어려움이 얼마나 큰지... "
2025-12-14 17:00:00,오준 전 유엔대사 인도네시아에 '진주 K-기업가정신' 특강,오 전 대사는 &quot;지속 가능한 발전이 기후변화·자원고갈·양극화 등 현대사회의 난제를 해결하는 모델&quot;이라고 규정하며 &quot;진주 출신 창업주들이 강조한 인간 존중과 공동체 가치를 바탕으로 한 '진주 K-기업가정신'이 지속... 
2025-12-14 16:52:00,"청도군, 지하수관리계획 수립 착수보고회 개최","정상윤 건설과장은 &quot;지하수는 우리생활과 산업, 농업 전반에 걸쳐 기후변화와 가뭄에 대응하기 위한 핵심 자원으로 이번 보고회를 통해 실효성 있는 계획이 수립되고, 지하수를 활용할 수 있는 기반을 확고히 하겠다&quot;고... "
2025-12-14 16:52:00,영천시 아열대농업 연구·교육기관 스마트팜단지 준공,사진=영천시 제공 영천시가 기후 변화에 선제적으로 대처하고 영천농업의 고부가가치화를 실현하기 위해 아열대 스마트팜단지를 조성하고 지난 12일 준공식을 개최했다. 도내 최대 규모의 아열대 작물 연구 및 보급... 
2025-12-14 16:52:00,"한국수산자원공단·(주)아쿠아시스 협력, 민간기술지도 및 어린연어 치...",한국수산자원공단 동해본부 동해생명자원센터는 기후변화로 인한 연어자원 변동성에 대응하고 안정적인 연어자원 확보를 위해 민간 양식기업 (주)아쿠아시스와 협력해 3년차 어미연어에서 7만600여 개 인공 채란을 하는... 
2025-12-14 16:40:00,2026년 감귤 명인교육 대상자 모집,"교육은 재배 품목별 물관리 방법, 시비 요령, 병해충 관리, 전정 기술, 예비지 관리, 해거리 경감 방안 등 감귤 생육 과정 전반에 대한 교육이 진행되며 기후변화에 따른 감귤 품질 하락 예방 방법 등 감귤재배 과정에서... "
2025-12-14 16:40:00,청정 제주서 자라는 세계 10대 건강식품 '히카마'…JQ 인증까지,기후변화로 제주가 아열대 기후로 변하는 흐름 속에서 '히카마'라는 새로운 작물의 가능성을 발견한 것도 농업에 뛰어들게 된 큰 계기가 됐다. 하지만 시행착오가 없었던 것은 아니다. 토양검사시 알 수 있는... 
2025-12-14 16:36:00,"김영록 지사, 완도 미역 피해 양식장 찾아 현장 점검","기후변화에 따른 해양환경 변동성에 대응해 현장 예찰과 사전 모니터링을 강화하고, 재발 방지 대책 마련에도 나서기로 했습니다. #미역피해 #현장점검 #완도 #김영록 #전남"
2025-12-14 16:26:00,"추연석 원자력연 박사, 대한민국 교육기부 대상 수상",추 박사는 기후변화 시대 원자력의 역할을 청소년 눈높이에 맞춰 전달하기 위해 강연과 진로체험프로그램에 참여해온 공로를 인정받았다. 그는 지난 6년간 대전·부산·전남·경기·서울 등 전국 33개 학교와 기관에서... 
2025-12-14 16:25:00,"김영록 지사, 완도 미역 피해 양직장 찾아 현장 점검…피해 어업인 위로","기후변화에 따른 해양환경 변동성에 대응해 현장 예찰과 사전 모니터링을 강화하고, 재발 방지 대책 마련에도 나선다. 김 지사는 “미역 양식 초기 단계에서 발생한 이번 피해로 어업 현장의 어려움이 얼마나 큰지... "
2025-12-14 16:24:00,순창 적성면 체육관 활짝··· '건강 100세 시대' 연다,"총 31억 3천만 원이 투입되어 미세먼지와 폭염 등 변화하는 기후로부터 주민 건강을 보호하고, 생활체육과 문화활동을 안정적으로 지원해 '건강 100세 시대' 기반 구축을 목표로 추진해왔다. 최영일 군수는 기념사를 통해... "
2025-12-14 16:22:00,"국제 탄소시장 혁신…한국 정부, 탄소중립 위한 GVCM 제안","포럼은 서울 글로벌지식협력단지에서 개최되었고, 유엔기후변화협약(UNFCCC), 세계은행그룹, 아시아개발은행, 아프리카개발은행 등 주요 국제 기구와 말레이시아, 필리핀, 피지 등의 정부 관계자들, 민간 기업 및 전문가... "
2025-12-14 16:16:00,"김영록 전남지사, 완도서 미역 엽체 탈락 피해 상황 점검","기후변화에 따른 해양환경 변동성에 대응해 현장 예찰과 사전 모니터링을 강화하고, 재발 방지 대책 마련에도 나선다. 김영록 지사는 &quot;미역 양식 초기 단계에서 발생한 이번 피해로 어업 현장의 어려움이 얼마나 큰지... "
2025-12-14 16:16:00,제주도-제주은행 자생식물 활용 탄소 흡수 숲 조성,"두 기관이 함께 만든 공간이자 기후변화 대응을 위한 도민 공간임을 알리는 표식이 숲에 설치된다. 제주도는 올해 이니스프리 모음재단, 이지스자산운용 등과 도시숲·기념숲 조성 사업을 추진하는 등 민관 협력 기반... "
2025-12-14 16:15:00,"사천 삼천포천, 9년만에 시민품으로 돌아온다",박동식 시장은 이번 복원사업이 도심환경 개선뿐 아니라 기후변화시대에 지속 가능한 생태기반을 갖추는 기반이 될 것으로 전망하고 있다. 특히 도심 한복판을 흐르는 삼천포천이 생태휴식교육 공간으로 재탄생하면서... 
